;Genome;original_bin;phylum;class;order;family;genus;species
188;MGYG000001135;ERR7746398_bin.82;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella sp900552675
189;MGYG000000804;ERR7738622_bin.34;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;UBA6382;UBA6382 sp900557555
190;MGYG000000785;ERR7738622_bin.104;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Alloprevotella;Alloprevotella sp900543155
191;MGYG000000268;ERR7738276_bin.42;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-103;CAG-103 sp000432375
192;MGYG000000320;ERR7738515_bin.11;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola coprophilus
193;MGYG000001598;SRR8732230_bin.2;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;CAILAF01;
194;MGYG000000981;ERR7738937_bin.52;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Bariatricus;Bariatricus comes_A
195;MGYG000000091;ERR7738143_bin.69;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia sp900752285
196;MGYG000001141;ERR7746440_bin.26;Pseudomonadota;Alphaproteobacteria;Rs-D84;Rs-D84;Enterousia;Enterousia sp900550495
197;MGYG000001082;ERR7745819_bin.25;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia hominis
198;MGYG000001480;SRR17643531_bin.22;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;ER4;ER4 sp000765235
199;MGYG000001227;SRR1761691_bin.1;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Oliverpabstia;Oliverpabstia intestinalis
200;MGYG000000159;ERR7738182_bin.45;Cyanobacteriota;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;Stercorousia;Stercorousia sp001765415
201;MGYG000001179;SRR1761680_bin.28;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Fimivicinus;Fimivicinus sp900544375
202;MGYG000001415;SRR17643466_bin.1;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-194;CAG-194 sp000432915
203;MGYG000000051;ERR11604944_bin.2;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
204;MGYG000000410;ERR7738547_bin.44;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-170;CAG-170 sp000432135
205;MGYG000000342;ERR7738537_bin.13;Elusimicrobiota;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;UBA1436;UBA1436 sp934662565
206;MGYG000000492;ERR7738578_bin.2;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Vescimonas;Vescimonas sp001916855
207;MGYG000001427;SRR17643467_bin.5;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira rogosae
208;MGYG000001541;SRR17643924_bin.15;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Gemmiger;Gemmiger sp900539695
209;MGYG000001286;SRR1761702_bin.4;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium sp900551435
210;MGYG000000315;ERR7738514_bin.83;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Vescimonas;Vescimonas sp000435975
211;MGYG000001027;ERR7745402_bin.34;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-103;CAG-103 sp900543625
212;MGYG000001217;SRR1761689_bin.1;Bacillota_A;Clostridia;Christensenellales;CAG-138;SFEL01;SFEL01 sp004557245
213;MGYG000000665;ERR7738611_bin.123;Spirochaetota;Spirochaetia;Sphaerochaetales;Sphaerochaetaceae;UBA9732;UBA9732 sp001940825
214;MGYG000000261;ERR7738267_bin.7;Bacillota_C;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium_A;Phascolarctobacterium_A sp934190775
215;MGYG000000247;ERR7738253_bin.81;Verrucomicrobiota;Kiritimatiellia;RFP12;UBA1067;RUG572;RUG572 sp934643865
216;MGYG000001079;ERR7745819_bin.16;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium hattorii
217;MGYG000000057;ERR11604947_bin.3;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;CAG-177;CAG-177 sp003514385
218;MGYG000001017;ERR7738938_bin.85;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola sp000434735
219;MGYG000000481;ERR7738562_bin.33;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Pseudoruminococcus;Pseudoruminococcus massiliensis
220;MGYG000001199;SRR1761685_bin.4;Bacillota_C;Negativicutes;Veillonellales;Dialisteraceae;Dialister;Dialister invisus
221;MGYG000001200;SRR1761685_bin.6;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Vescimonas;Vescimonas coprocola
222;MGYG000001317;SRR1761708_bin.12;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Ruminococcus_E;Ruminococcus_E sp003526955
223;MGYG000001383;SRR17643452_bin.13;Bacillota;Bacilli;Erysipelotrichales;Coprobacillaceae;Catenibacterium;Catenibacterium sp000437715
224;MGYG000000505;ERR7738578_bin.67;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Clostridium_Q;Clostridium_Q fessum
225;MGYG000001322;SRR1761709_bin.15;Bacillota_A;Clostridia;Christensenellales;CAG-138;CAG-1024;CAG-1024 sp000432015
226;MGYG000001221;SRR1761689_bin.16;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira eligens_A
227;MGYG000001484;SRR17643652_bin.26;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila
228;MGYG000001371;SRR1761719_bin.5;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Sodaliphilus;Sodaliphilus sp004557565
229;MGYG000000558;ERR7738597_bin.16;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-245;CAG-245 sp000435175
230;MGYG000000155;ERR7738182_bin.25;Actinomycetota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella sp934667065
231;MGYG000000388;ERR7738546_bin.31;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides salyersiae
232;MGYG000000573;ERR7738597_bin.61;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_F;Eubacterium_F sp003491505
233;MGYG000001247;SRR1761696_bin.2;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia sp000434635
234;MGYG000001314;SRR1761707_bin.28;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Sodaliphilus;Sodaliphilus sp004557565
235;MGYG000001283;SRR1761702_bin.2;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter_A;Methanobrevibacter_A smithii_A
236;MGYG000001048;ERR7745596_bin.30;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Fimenecus;Fimenecus sp934436505
237;MGYG000000157;ERR7738182_bin.31;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Ruminococcus_E;Ruminococcus_E sp934476515
238;MGYG000001586;SRR17644085_bin.12;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Fimenecus;Fimenecus sp000432435
239;MGYG000001580;SRR17643968_bin.45;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Limisoma;Limisoma sp000437795
240;MGYG000001311;SRR1761707_bin.21;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Acetatifactor;Acetatifactor intestinalis
241;MGYG000000361;ERR7738537_bin.90;Bacillota;Bacilli;RF39;UBA660;CAG-1000;CAG-1000 sp934096235
242;MGYG000000503;ERR7738578_bin.65;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella rara
243;MGYG000000206;ERR7738215_bin.49;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Acetatifactor;Acetatifactor sp900554205
244;MGYG000000670;ERR7738611_bin.155;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-95;CAG-95 sp000438155
245;MGYG000000806;ERR7738622_bin.50;Bacillota_A;Clostridia;Christensenellales;CAG-138;Phil1;Phil1 sp001940855
246;MGYG000001584;SRR17643989_bin.2;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Anaerobutyricum;Anaerobutyricum soehngenii
247;MGYG000000011;ERR11604932_bin.3;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Sodaliphilus;Sodaliphilus sp004557565
248;MGYG000000263;ERR7738276_bin.17;Pseudomonadota;Gammaproteobacteria;Enterobacterales_A;Pasteurellaceae;Haemophilus_D;Haemophilus_D parainfluenzae
249;MGYG000000622;ERR7738608_bin.14;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;KLE1615;KLE1615 sp934292725
250;MGYG000001158;SRR1761676_bin.4;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Ruminococcus_B;Ruminococcus_B gnavus
251;MGYG000000807;ERR7738622_bin.52;Bacillota_C;Negativicutes;Veillonellales;Dialisteraceae;Dialister;Dialister sp934178345
252;MGYG000001468;SRR17643520_bin.2;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus salivarius
253;MGYG000000504;ERR7738578_bin.66;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Bilophila;Bilophila wadsworthia
254;MGYG000001021;ERR7745402_bin.1;Bacillota;Bacilli;RF39;UBA660;CAG-1000;CAG-1000 sp000434555
255;MGYG000000256;ERR7738267_bin.24;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter sp934309345
256;MGYG000001292;SRR1761703_bin.22;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Vescimonas;Vescimonas sp900554275
257;MGYG000000076;ERR7738143_bin.12;Bacillota_A;Clostridia;Christensenellales;Borkfalkiaceae;HGM11416;HGM11416 sp900768525
258;MGYG000000409;ERR7738547_bin.42;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium sp900758465
259;MGYG000000628;ERR7738608_bin.16;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Vescimonas;Vescimonas sp934597345
260;MGYG000001428;SRR17643474_bin.18;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Gemmiger;Gemmiger sp900540775
261;MGYG000000124;ERR7738166_bin.117;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Gemmiger;Gemmiger variabilis_B
262;MGYG000000286;ERR7738353_bin.56;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella sp900548195
263;MGYG000000383;ERR7738546_bin.17;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Wujia;Wujia chipingensis
264;MGYG000000915;ERR7738630_bin.159;Pseudomonadota;Alphaproteobacteria;Rs-D84;Rs-D84;Enterousia;Enterousia sp900549365
265;MGYG000000510;ERR7738578_bin.87;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Copromonas;Copromonas sp900066535
266;MGYG000001527;SRR17643919_bin.18;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;Barnesiella intestinihominis
267;MGYG000000750;ERR7738616_bin.70;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella sp900553595
268;MGYG000000425;ERR7738549_bin.50;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_I;Eubacterium_I ramulus
269;MGYG000000340;ERR7738537_bin.124;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter_A;Methanobrevibacter_A smithii
270;MGYG000001128;ERR7746398_bin.58;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;CAG-177;CAG-177 sp003538135
271;MGYG000001597;SRR8732230_bin.1;Cyanobacteriota;Sericytochromatia;S15B-MN24;UBA4093;;
272;MGYG000000593;ERR7738604_bin.28;Bacteroidota;Bacteroidia;Bacteroidales;P3;Onthomorpha;Onthomorpha sp900545215
273;MGYG000000313;ERR7738514_bin.78;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus_C;Ruminococcus_C sp000433635
274;MGYG000000984;ERR7738937_bin.60;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila_B
275;MGYG000000269;ERR7738276_bin.43;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_G;Eubacterium_G ventriosum
276;MGYG000000138;ERR7738166_bin.46;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia sp900553805
277;MGYG000000350;ERR7738537_bin.48;Elusimicrobiota;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;UBA1436;UBA1436 sp900541355
278;MGYG000000077;ERR7738143_bin.16;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium sp934548045
279;MGYG000000579;ERR7738597_bin.83;Bacillota;Bacilli;Erysipelotrichales;Coprobacillaceae;Faecalibacillus;Faecalibacillus intestinalis
280;MGYG000001396;SRR17643458_bin.2;Bacillota_A;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp900540255
281;MGYG000001347;SRR1761714_bin.4;Bacillota_C;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium_A;Phascolarctobacterium_A succinatutens
282;MGYG000001112;ERR7745836_bin.3;Bacillota;Bacilli;RFN20;CAG-288;CAG-568;CAG-568 sp000434395
283;MGYG000000903;ERR7738630_bin.120;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Vescimonas;Vescimonas sp900555735
284;MGYG000000024;ERR11604936_bin.14;Verrucomicrobiota;Lentisphaeria;UBA1407;UBA1407;UBA1724;UBA1724 sp900548225
285;MGYG000000438;ERR7738553_bin.29;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio sp900556755
286;MGYG000001225;SRR1761690_bin.14;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Eubacterium_R;Eubacterium_R faecavium
287;MGYG000000720;ERR7738612_bin.56;Bacillota_A;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp001916075
288;MGYG000001389;SRR17643452_bin.7;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus_C;Ruminococcus_C callidus
289;MGYG000001040;ERR7745596_bin.13;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Vescimonas;Vescimonas sp900545495
290;MGYG000001220;SRR1761689_bin.15;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Vescimonas;Vescimonas sp900545585
291;MGYG000001191;SRR1761683_bin.8;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Gemmiger;Gemmiger sp900540595
292;MGYG000000427;ERR7738549_bin.56;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes communis
293;MGYG000001269;SRR1761699_bin.7;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia sp900546415
294;MGYG000000125;ERR7738166_bin.118;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;COE1;COE1 sp001916965
295;MGYG000001009;ERR7738938_bin.52;Bacillota;Bacilli;RFN20;CAG-288;Enterosoma;Enterosoma sp900549915
296;MGYG000001442;SRR17643479_bin.13;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Flavonifractor;Flavonifractor plautii
297;MGYG000001260;SRR1761698_bin.6;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira sp003537285
298;MGYG000000038;ERR11604941_bin.15;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Sodaliphilus;Sodaliphilus sp004557565
299;MGYG000001015;ERR7738938_bin.75;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-170;CAG-170 sp000436735
300;MGYG000000095;ERR7738143_bin.88;Cyanobacteriota;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;UBA2883;UBA2883 sp900768915
301;MGYG000000373;ERR7738545_bin.35;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter;Dysosmobacter sp900544615
302;MGYG000000480;ERR7738562_bin.31;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;Blautia stercoris
303;MGYG000001229;SRR1761691_bin.2;Actinomycetota;Actinomycetia;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum
304;MGYG000001446;SRR17643479_bin.6;Bacillota_C;Negativicutes;Veillonellales;Megasphaeraceae;Megasphaera;Megasphaera sp000417505
305;MGYG000001023;ERR7745402_bin.22;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Vescimonas;Vescimonas fastidiosa
306;MGYG000000842;ERR7738624_bin.207;Campylobacterota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter_D;Campylobacter_D sp900539255
307;MGYG000001581;SRR17643968_bin.7;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium sp934533135
308;MGYG000000692;ERR7738611_bin.93;Bacillota;Bacilli;RF39;UBA660;CAG-1000;CAG-1000 sp900556025
309;MGYG000000991;ERR7738937_bin.73;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter;Dysosmobacter welbionis
310;MGYG000000413;ERR7738547_bin.54;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus_C;Ruminococcus_C sp000980705
311;MGYG000000278;ERR7738353_bin.12;Campylobacterota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter infans
312;MGYG000001327;SRR1761710_bin.4;Bacillota;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Holdemanella;Holdemanella biformis
313;MGYG000000675;ERR7738611_bin.2;Bacillota;Bacilli;Erysipelotrichales;Coprobacillaceae;Catenibacterium;Catenibacterium sp900764565
314;MGYG000000090;ERR7738143_bin.68;Bacillota;Bacilli;RF39;UBA660;CAG-533;CAG-533 sp004563275
315;MGYG000000327;ERR7738515_bin.33;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia sp003470905
316;MGYG000001512;SRR17643913_bin.14;Bacillota_C;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium;Phascolarctobacterium faecium
317;MGYG000001332;SRR1761712_bin.15;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-45;CAG-45 sp000438375
318;MGYG000000591;ERR7738604_bin.2;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-95;CAG-95 sp000436115
319;MGYG000000678;ERR7738611_bin.3;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Hallerella;Hallerella sp934700345
320;MGYG000000151;ERR7738166_bin.88;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A sp000436615
321;MGYG000000795;ERR7738622_bin.15;Myxococcota;Bradymonadia;UBA4248;UBA4248;UBA4248;UBA4248 sp004554395
322;MGYG000001256;SRR1761698_bin.14;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter sp934309345
323;MGYG000000133;ERR7738166_bin.27;Bacillota_A;Clostridia;Christensenellales;CAG-74;RUG563;RUG563 sp934632155
324;MGYG000000722;ERR7738612_bin.59;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia sp900546075
325;MGYG000000956;ERR7738630_bin.80;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Alloprevotella;Alloprevotella sp900540885
326;MGYG000000500;ERR7738578_bin.52;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas;Butyricimonas virosa
327;MGYG000000450;ERR7738553_bin.83;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Eubacterium_R;Eubacterium_R sp003526845
328;MGYG000000661;ERR7738611_bin.103;Bacillota_A;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus_A;Butyricicoccus_A intestinisimiae
329;MGYG000000302;ERR7738514_bin.47;Bacillota;Bacilli;RF39;UBA660;CAG-582;CAG-582 sp000435515
330;MGYG000000458;ERR7738558_bin.12;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-603;CAG-603 sp900066105
331;MGYG000000001;ERR11604928_bin.3;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Vescimonas;Vescimonas sp900556015
332;MGYG000000725;ERR7738612_bin.72;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia sp934565795
333;MGYG000000989;ERR7738937_bin.70;Bacillota_A;Clostridia;Oscillospirales;Butyricicoccaceae;Agathobaculum;Agathobaculum sp003481705
334;MGYG000001022;ERR7745402_bin.20;Spirochaetota;Brachyspirae;Brachyspirales;Brachyspiraceae;Brachyspira;Brachyspira aalborgi
335;MGYG000001387;SRR17643452_bin.22;Bacillota_C;Negativicutes;Veillonellales;Dialisteraceae;Dialister;Dialister sp000434475
336;MGYG000001353;SRR1761716_bin.14;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Ruminococcus_E;Ruminococcus_E bromii
337;MGYG000000477;ERR7738562_bin.25;Bacillota_C;Negativicutes;Veillonellales;Dialisteraceae;Dialister;Dialister hominis
338;MGYG000000487;ERR7738562_bin.61;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter lactaris
339;MGYG000000971;ERR7738937_bin.30;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae_A;Mesosutterella;Mesosutterella multiformis
340;MGYG000001036;ERR7745402_bin.78;Elusimicrobiota;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;UBA1436;UBA1436 sp002329395
341;MGYG000001564;SRR17643938_bin.3;Cyanobacteriota;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;Zag111;Zag111 sp002103105
342;MGYG000001571;SRR17643968_bin.23;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;ER4;ER4 sp900546295
343;MGYG000000152;ERR7738166_bin.9;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter sp905209075
344;MGYG000001489;SRR17643790_bin.1;Bacillota_A;Clostridia;Christensenellales;CAG-138;PeH17;PeH17 sp000435055
345;MGYG000001340;SRR1761713_bin.2;Bacillota_A;Clostridia;Clostridiales;Clostridiaceae;Sarcina;Sarcina ventriculi
346;MGYG000000412;ERR7738547_bin.50;Bacillota_A;Clostridia;Christensenellales;CAG-74;Ventricola;Ventricola sp900542395
347;MGYG000001306;SRR1761706_bin.13;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Schaedlerella;Schaedlerella sp934435195
348;MGYG000001395;SRR17643458_bin.18;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Evtepia;Evtepia sp004556345
349;MGYG000000317;ERR7738514_bin.89;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;CAG-115;CAG-115 sp003531585
350;MGYG000000992;ERR7738937_bin.74;Bacillota_A;Clostridia;Christensenellales;CAG-74;Ventricola;Ventricola sp900542445
351;MGYG000000491;ERR7738578_bin.15;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus_A;Coprococcus_A catus_A
352;MGYG000000705;ERR7738612_bin.133;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Alloprevotella;Alloprevotella sp900543155
353;MGYG000001111;ERR7745836_bin.28;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter sp900543445
354;MGYG000001487;SRR17643657_bin.28;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus eutactus
